questionText,answerText
"I'm a teenager, and I just got my first job. I am a month and a half in. Yesterday, my boss pushed me to the point where I had to go to the restroom and cry. She didn't see me, and I'm glad, but when I went to talk to her about it today, I let a tear or tw","Getting your first job is an exciting, terrifying, and challenging experience. It is something you will remember for a long time and it shapes how you begin to think about yourself as a worker. You are literally ""learning as you go"" in this completely new environment. You are going to make mistakes. You are not going to get it right the first time. It can be even more challenging if you are having a difficult time building relationships that are supportive at work. A couple of things to remember here: 1) Yo"
My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life.,"It is challenging to maintain motivation at all times, anxiety and depression can set in which can make interacting with others a struggle, it can lead us to do things that make us not feel good and we become isolated. This ends up feeding into a cycle that maintains the anxiety/depression loop and can be really challenging to step out of it. You are in a place of awareness and this is the first step in making changes that can help you feel better. It is really one step at a time, a concrete plan, with self"
"I live a normal life. I have tons of friends and family, but I feel lonely.",This may be happening because you and the others are not connected to each other on a level which reaches your emotions.Loneliness may show the absence of feeling a variety of emotions when you are among others.How many friends you have doesn't affect whether you and someone else feel emotionally engaged with one another.Consider if you feel like concentrating your friendship on more intensively sharing your feelings with a few of your friends.This may lead to fewer friends who are also more meaningful to y
I have twin toddlers. I experienced a death of loved one prior to giving birth. I had a horrible break up with the father. People told him he was using me for money. My ex-boyfriend had extreme meltdowns every day for three years. Im always alone with no f,"First, let me say that you are a survivor and a warrior. Managing 1 child by yourself is difficult, but twins is a whole different ballgame. Anxiety can affect us at any time anywhere. This is the challenge, especially when we have so many things to manage each day. There are several methods and practices that help manage and even reduce symptoms of anxiety. It will depend on what works best for you. Talk with friends, a counselor, or a loved one who can offer you support and feedback as you navigate this p"
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. Im afraid its going to break her. I don't know if I should get her to a ","Watching children go through challenges in their lives is difficult. On a very basic level, There exists a primal need to protect them from harm. The hard part for parents is letting them feel those challenges and working through them as they get older. At some point, there is a moment that occurs when the role as a parent shifts. Children no longer need the basics (food, shelter. water, safety) as much as when they were toddlers, but rather, their needs shift to wanting more support, encouragement, advice,"
"I often get the feeling that I'm being watched, like video cameras are hidden wherever I am, even at home. I feel like people can see all that I do and are reading my thoughts. Things I read or hear on the radio seem to be about (or meant for) me, and peop","It sounds like you are feeling pretty overwhelmed with worry about being continuously monitored, with no privacy even in your own mind, and as if people are constantly saying things about you in whispers on in the media. It's hard to say from a post online what is at the root of this experience, but you may be able to get insight into that, as well as develop ways of coping with the distress of feeling this way, with the help of a good therapist. There is no pill or technique that can guarantee that this ex"
"I have absolutely nothing to do with my life but lay in bed on my phone or hangout with my one friend. I don't have a job, my family doesn't include me in anything, and I don't have many friends. I have nothing to do besides go on my phone. I miss talking ","It sounds like you are feeling pretty stuck, lonely, and hopeless; like you have a desire to be more connected to people and to find purpose in life, but are not sure what to do. I am glad to hear that you have at least one friend and I think it is great that you are reaching out for more connection. If you can, working with a therapist who is competent in treating depression may be a huge benefit to you and help you to regain a sense of meaning, motivation, and connection. Additionally, anything you can do"
"I sleep a lot. Music changes my mood. I cry every Wednesday. My mind is like a maze that even I get lost in. I don't usually feel my true emotions, but instead, I get fake mirrored ones.","What happens in your life on Wednesdays that you feel like crying? Crying is natural. Crying on Wednesdays may also be natural if some type of regular event or situation comes up for you then that you don't like, feel oppressed by and have no way of avoiding.Maybe you would qualify for a diagnosis for depression.This matters less than what you will do with a diagnosis. Very often people feel some type of relief from hearing a professional tell them what they ""have"".Don't let yourself get talked into taking "
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.","Depending on your relationship with your parents, inviting them to have a conversation might be a good first step. If they consent then you can have the opportunity to discuss your concerns with them. Inviting someone to a conversation and getting their agreement is a great first step. I would then make sure your location of the discussion is conducive to the conversation and once all that is considered it might be beneficial that you make a list of your concerns prior to the meeting. this can help keep you"
My husband and I are separated. He says he needs some time apart. He says he needs to get back the in love part of a relationship but doesnt want to lose me. Should I wait or start over new?,"It's not uncommon for relationships to go cold over time. It is a matter of one or the other becoming complacent. If you and your husband have been together for quite some time it's likely that you are very comfortable and familiar with each other. While this is a good thing in some ways, it can also become boring and you run the risk of losing that ""in love"" feeling he is referring to. Couples simply become ambivalent. For some of the couples I work with in my practice, I find that helping to organize a ti"
"I'm a teenager, and I just got my first job. I am a month and a half in. Yesterday, my boss pushed me to the point where I had to go to the restroom and cry. She didn't see me, and I'm glad, but when I went to talk to her about it today, I let a tear or tw","How sad for you!I'm sorry your first job is turning into a place of tension.Did the matter between you and your boss get resolved?Do you feel respected by your boss and does she listen to your point of view, even if afterwards, she disagrees?Keep an open mind over the next several weeks or few months on how you feel in your new work situation.Expect to be treated fairly and reasonably.If this is not the way you feel most of the time, then consider finding a new place to work."
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. Im afraid its going to break her. I don't know if I should get her to a ","I agree with your observation about your daughter feeling stressed. Are you able to open this topic in conversation with her?Also, reflect on your own expectations as a parent. It is possible that your daughter is trying to please you by getting consistently high grades.If your daughter prefers talking in confidence to a therapist, then this may help her regain a sense of balance in her life so that schoolwork feels less stressful.I wouldn't take her to a doctor because based on what you write, the problem "
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.","I am so sorry you are struggling! I do think it's a good idea to share your feelings with your parents and perhaps get some help connecting with a counselor or therapist if you feel that might help. There are lots of ways to tell them, depending on your relationship. Maybe saying ""I wanted to tell you guys something.. sometimes I worry that I might be depressed."" Or, some folks will write a letter, or even send a text. The most important thing is that you tell someone you trust so you don't feel so miserabl"
"I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it. My gender dysphoria is getting really difficult to deal with on my own. I need some str","Hi! I am so glad you're reaching out! Sounds like you have some solid support in some areas of your life but are still dealing with some difficult dysphoria. I think it can depend on what kind of dysphoria you have - sometimes it's physical, social or mental. Sometimes physical dysphoria means less time around mirrors or plans to make showering less stressful (music, audio books, distraction). Sometimes online support networks can be a great source of ideas in this way (for social and mental dysphoria as we"
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I ge","It sounds like you are no longer committed to track emotionally. It can be hard to talk to your dad about this, but he may think you love track and may not know you are getting so upset the days of meets. An idea would be to first write a letter to your dad to see what feelings come out and then preparing to speak with him. I think he will appreciate your honesty and maybe this conversation will bring you relief and also time to find something you really will enjoy."
My boyfriend and I have been going out for about a year. I suddenly find myself jealous when I see him talking to other girls. I have never been this way before. I don't like these feelings. He said that my jealousy would cause our relationship to have pro,"Trust is at the top of what makes a healthy relationship. It sounds like you may benefit from personal counseling to explore where this jealousy comes from and what keeps you from having complete trust in your boyfriend. This is not stupid, this is your mind telling you that there is something that needs to be worked through. Sometimes we need to talk to someone like a counselor who is disconnected from our life to understand our feelings and what they mean in our relationships."
"I'm socially awkward. I've always want to be popular. I've had the opportunity to be popular, but every time I get i,t I'm too scared. All I have to do is talk the popular people. They're really nice to me, but I'm too scared of change. I really want to wo","Change can be uncomfortable, but sometimes those uncomfortable moments are the opportunity for us to be the person we feel we really are. It sounds like you like to spend the time in your head anticipating the worst, why not be in the present and encourage yourself that you can talk to people and it will be okay. By telling yourself it will not be okay, or that it will go wrong you are hurting your confidence to do what you want. Give yourself some credit for being awesome and tell yourself you can build ne"
"In middle school and high school, my friends and family thought I was gay. I tried telling them, but they wouldnt believe me. It almost feels like they wanted me to be. Now Im actually starting to believe them. I know I wasnt back then, and now Im not sure","Use this time to explore who you are...imagine what your life would be like if you were gay and not, ask yourself what is different? What scenario do you find yourself gravitating to? What is important is that you are happy. My message to you is that you do not need to define yourself with your sexual preference or feel the need to label yourself, especially if you are confused and exploring what your sexual preference is."
"He is an adolescent. He has peed his pant multiple times over the last few years, all at times when he is too wrapped up in a video game or video. We have taken away games and videos for long periods of time as punishment, but after a few months of having ","From a behavioral standpoint you should refrain from punishing your son. Instead of utilizing punishment when he wets himself provide contingencies prior to any accidents. Sit down with your son and discuss the importance of utilizing the bathroom and responsibilities and inform him that if he chooses to wet his pants that his video games will not be available for use for him the next day(or your designated realistic time frame).This way if an accident occurs, no heated words have to be exchanged because yo"
"He is an adolescent. He has peed his pant multiple times over the last few years, all at times when he is too wrapped up in a video game or video. We have taken away games and videos for long periods of time as punishment, but after a few months of having ","Sounds as though your son is ""pissed off"" about something.Punishment will most likely result in more of the same, not less of the peeing you would like to stop from happening.""Laziness"" is more of a social judgement than it is a characteristic of its own merit.Is this your description of your son or his description of himself?First step always before addressing any of the family dynamics, emotions, and psychology of the people involved, is a medical rule out as to why your son pees at times he plays video g"
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I ge","Does anyone notice that you get sick and cry on track meet days?Have you told anyone?From what you write, as much as you would like to please your school and dad, something within you doesn't quite want to fully follow through.Step one in life always is to know what you want and what your limits are. It already is difficult to avoid listening to your body.Try understanding what is difficult in telling your father that you'd like doing as he wishes, only are not able to do so because you are emotionally and "
"I don't speak up if I'm uncomfortable and hardly ever make plans for us when we hang out. He is a very open and straightforward person, so he is getting upset with me for my lack of proper communication. We've been together two years and have identified th","Do you know what you're afraid may happen if you do speak up?Usually people don't talk freely because they feel afraid to do so. Sometimes the fear of being rejected by the other, of being criticized or judged by the other person, or that what you will say stirs anger in the other person.If you are able to know what your particular reason is for not talking, then maybe you and your partner can talk about what makes talking easy or hard.Also, since speaking up is new for you, then ask your partner to be pati"
"I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it. My gender dysphoria is getting really difficult to deal with on my own. I need some str","This is a difficult situation to be in, as it sounds like you are feeling very isolated from both your family and your friends. I don't know your age or gender so please excuse any incorrect assumptions about you being under 18 and use what is useful from the ideas if you are older. One idea is to research online to find a therapist or a local clinic that has a therapist who is a ""Gender Therapist"" or a ""Gender Specialist."" Most therapists who are transgender affirmative also have other specialties and do g"
I'm having problems shutting them out and putting up walls.,"It sounds like you would like to let other people get close to you and at the same time you are finding yourself compelled to keep people at a distance. Often times, when we have difficulty trusting others, it is because we have specific fears about what would happen if we get close or let our guard down. Such fears may be rooted in past experiences in relationships in which we were hurt and or disappointed. In working with a therapist, you can gain insight into what is underneath your compulsion to put wal"
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.","You are not alone, many people fear opening up to family members about the topic of depression or mental illness. There are many different reason why some may fear telling their parents. The most common thoughts I hear in my office are: "" My parents won't understand me"", I may cause more problems to the family"", ""I am worried that something bad may happen if I tell them"".If possible express your current concerns and worries to your parents. You can start the conversation with your parents by saying ""I have "
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?",Thank you for asking this important question. I find that there are three steps to getting ready for treatment.Step one is expressing interest in wanting to receiving treatment for the outcome of positive behavioral change. Congratulations you did the first step! You are showing your readiness to start counseling by asking this question.Now the second step is to find a counselor who specializes in treating clients with Anxiety and Depression. The therapeutic orientations I have found to be helpful in treati
"I feel like I am not at a good state of mind. I'm very unsettled in my soul. I'm not happy with myself or the decisions I make, which makes me not happy with anyone else. I feel like a failure most of my days. I don't feel like I'm good at anything anymore","It seems like you may be experiencing depression symptoms, they could be the triggered by unexpected life changes, or building up throughout time.The important part is that you have identified them and wanting to change them. The first step is to establish a self-care routine that will help you to feel centered and motivated: go for walks, or make any physical activity that you enjoy ( be kind to yourself, anything helps at this point), eat balanced, add whole grains and fibers to your diet, make a point to"
"I have four children. One of them is in her 20s, and she cannot afford to go, nor can I pay for her. She went last year for two weeks by herself.","Of what do you feel you'd be guilty?Family vacations are not a basic human right to existence. They are fun, ideally. You're not violating a basic human right. You wrote that you don't have enough money to pay for her to come along.You may find yourself feeling more guilty toward yourself if you give more than you reasonably can afford to give.My suggestion is to tell your daughter your reason for not taking her along. Maybe this will open more dialogue between the two of you."
"I'm in my mid-twenties now, and my boyfriend of seven years and I want to start a life. My mother is 100% codependent on me and is extremely manipulative. She suffers from type 1 diabetes, which she uses to guilt me if I ever leave her. The problem is that","Focus more on your own life and less on the very heavy descriptors you wrote to describe your mom.All the words you wrote represent psychological conditions which are either lifelong or take a lot of motivation and effort to change.Since the only person who can change how your mom handles her life, is your mom, and you are the only one who can do the same for yourself, devote more energy and time to living your own life fully, despite the emotions you feel regarding her."
It's especially bad at night time. I am scared of sleeping alone.,"Being able to know you feel anxiety and write about it, is the first step to addressing and handling it!Generally, anxiety is deep fear of not being able to handle what comes up in life.Somehow the person was insufficiently nurtured and so felt insecure when very young.Usually the person had to fend on at least a psychological and emotional level for themselves before reaching an age when doing so would have been reasonable.Their inner feeling of overwhelmed from when very young, hasn't faced the reality th"
"I'm in college currently, so I am not a direct victim anymore. My father is very abusive with his words and actions, and my siblings are getting treated horribly.","Yes you can help! Emotional and verbal abuse can cause a negative impact in your family. It is important that you encourage your siblings to seek assistance with a therapist, and maybe help them find one, they should have school counselors available and if not our college counselor may help you to get referrals. Its also a good idea to talk to your mom about the issue and ask her if she would like help as well. If you are concerned about your siblings' safety, contact Family Protective Services in your stat"
"It was over 20 years ago, but the pain has resurfaced again now because I have started seeing her Facebook posts about how great her life is. I feel so angry. How can I handle this?","First thing that you must realize is that most people only post the ""best parts"" of their lives on Facebook, some people even go so far as to make their lives seem better or more interesting and post mostly false views of their life. Facebook is watered down, candied version of our life, you put on there only what you want people to see. The questions you should ask is ""How have I grown from this?"", Is my marriage currently in a good place? I really wish there was some form of magic that could be performed "
I have been having horrendous nightmares this whole month.,"Are you facing any type of overwhelming situation in your waking life?Dreams and nightmares are the non-logical ways in which we make emotional sense of what goes on in our everyday waking world.Besides having some type of relaxing bedtime routine to set a peaceful mood for your sleep, and avoiding viewing violent films and video games as entertainment, maybe even avoiding news stories which sometimes have similar themes of violence, the content of our dreams and nightmares is out of our direct control.Your"
"My husband took a job out of state for the next year and seems to be a different person. Before, he worked and slept, and on off days, he'd stay home because he didn't want to do anything else. Now he's going out with friends several nights a week while I'","My first concern is you: As you stated, you have been emotionally starving for the past five years. Please try to find time for you; to clarify your thoughts and feelings by writing, talking to a trusted friend or family member and perhaps seeing a therapist.What's really going on with your husband? Does he discuss in detail his sudden change?Can the two of you still talk? Do you want the same things? Before you go to couples counseling, I suggest that you get some support first to feel grounded within your"
It's really hard to not have negative feelings about friends who don't put any effort into nourishing our relationship.,"Interpersonal relationship (either positive or negatives) need to or more persons who give and receive: attention, dedication, time and communication. But what makes friendships special is that they last trough time, at least with those who we call our true friends, those who know us well and whom we have a special connectionand those from whom we disconnect at times, without fear of losing them.Consider what is that you are going trough yourself and with your relationship, talk to your friend about your co"
"My boyfriend of eight years and father of our two children is a truck driver. He is never home and only contributes to our family financially. There is no other support given. He comes home when able, sleeps, gives money, and leaves again. I can't get him ","After eight years and two childrens, people change. I suggest to talk to him about how you feel, let him know that although he is gone for a long time, his presence as a husband and father are required and important. Ask him if he will be willing to engage again and how he would like to do so. Many times when the dads are away, moms design a perfect routine and they feel like they will disturb it. Make alone time and family time for him, so you can reconnect as a couple and then as a family.Cmo trabajo con "
"My wife works late most days, so I'm lonely. I love my wife with all my heart, however I don't feel the intimacy we used to have. We don't have sex anymore, which bothers me tremendously. I have become close friends with a coworker, which I know is not hel","First things first! Friendships that develop in times of struggle may be a great emotional support, but also become confusing there's sexual attraction. And entertaining a tough is only going to make it a stronger target. Careful with that friendship! You do not want to fill your marriage's void with another person. Even when you are in a friend zone and not having intimacy with this person, you may be developing a special bond, sharing interest and activities that may lead to a deeper connection. Ask yours"
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isnt her fault. How can I cope with","Yes, certainly your mom's difficulty in having meaningful conversations with people results from the Alzheimer's disease process which weakens her brain function.Feeling a sense of guilt in relation to a parent, is pretty common for everyone.This is because as little kids and babies, we had a strong reliance on a parent and believing every word they sad and wishing to follow each action they ask or demand, was for the benefit of our own survival.One way of coping with your feeling of guilt is to examine it."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, Im still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to","Good observation on your part, to distinguish that your feelings in relation to your mom are not necessarily connected to the way she handles her part of the relation toward you.Has your mom usually ignored your opinions and wishes in relating to you?If prior to the onset of Alzheimer's, she never examined her way of relating to you, and if both of you have never had an open conversation about your sense of feeling hurt by her attitudes and manner with you, then the relationship between you and your mom wil"
"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive personality tests and interviews. I'm afraid of continuing because my depression is getting wors","It sounds like you are feeling pretty overwhelmed and stuck between wanting to improve your work situation and worrying that you won't be able to. It is possible that the paralysis, uncertainty, and self-doubt that you describe are contributing to your difficulty in getting and maintaining a satisfying job as employers generally like to see that a potential employee is confident and can think on his or her feet. With a competent therapist, you may be able to get more understanding of the roots of these feel"
"I'm in my early 20s, and I've been seeing my boyfriend for a year now. My boyfriend has always been the sweetest guy until recently. He has made comments such as you would look better as a Tumblr girl"" or ""you should start doing more squats."" It's really h","Hello, and thank you for your question. I am very sorry that you are experiencing this. To be honest, this kind of behavior is really emotionally abusive, and you likely know that already. The unfortunate truth is, there is very little we canactuallydo to change another adult's behavior if they are not interested in changing it. Many people who behave in this way actually feel justified in saying what they say, or even believe that they are ""helping"" in some way by telling you how to improve yourself. What "
"We have been together over a year. We spend time together every day no matter how busy. He started to be unusually fatigued and losing weight. He also began to be distant and sexually selfish. We had a argument, and he confided he has late stage stomach ca","Hello, and thank you for your question. I am very sorry about this life-altering situation that both you and your boyfriend are going through. To be sure, this is a devastating and lonely road for both of you. I say lonely because when things like this happen we often don't know what to say to each other, and so we suffer in silence with little support.Here are a few thoughts that I am having, and perhaps others will add things, too:1. By the sound of your main question, it seems like you have every intenti"
"She's in her early 20s, and she has a toddler.","Well, first let's identify what factors are involved in the situation about which you wrote.Are you the only decision maker regarding your stepdaughter living with you?Is her dad, and your partner, living under the same roof?Would you feel any obligation to consult with your husband about his opinion and his way of handling the situation?Have you talked with your stepdaughter about your observation and your reaction to the fact of her not honoring your boundaries?Consider too that there will be an effect on"
Nothing we've tried has worked so far.,Probably what you should do is decide whether you can continue having a romantic and sexual relationship with someone to whom you don't feel like having sex.Five years is long enough to know that the way you feel toward your partner is more than likely going to remain this way.Talk with your gf about your feelings because she may not wish to be in a relationship in which her partner is not sexually attracted to her.
"Any time my family and friends are in an altercation, Im the one who steps in. Im the one they call to fight for them. I do this even though I have a tough time trusting the people Im fighting for. Im only in my early 20s.","Breaking the patterns of relating to family members, is difficult work.In the situation you describe, both you and the family members who ask for your intervention, will be affected by any change you decide to make in the way all of you handle family disagreements.Always, it is best for any two people who have a disagreement, to talk directly with each other. A third person distracts from the content and reasons for disagreeing.Maybe knowing that by pulling yourself away from mediating family arguments, you"
"I've only been married three months. Every week, we argue about something, and it seems to be getting worse.","At the begin g of marriages, we expect to be living on an eternal honeymoon, but the reality can be different. This is a process of adaptation, even if you had known your better half for a long time, during the first months and years of marriage you go through a process of settling in your new roles and confront new challenges together that as you resolve become new rules and agreements.Yes, you can work this issues by practicing assertive communication, being clear with each other about what is the problem"
"I was in a car accident and totaled my car. I gave up my job of nine years to pursue school full-time to better myself. I failed a class, and my boyfriend that I live with thinks Im stupid and wants to break up with me. I have nowhere to go, and I feel lik","When we feel overwhelmed by life situations, it is important to understand where the feeling is coming from. Once we understand the source, it is important to normalize the situations that got us there and find balance in our lives.First, car accidents are common, and since they are accidents they are not a reflection of us. When we have an accident we feel anxious, worried, and may have some trauma after the accidents. If you have been experiencing anxiety since the car accident, talk to your doctor or the"
"My dad is doing some really bad drugs, and I'm not allowed to see him anymore because of what he can do to me or my siblings on this drug. It has affected me tremendously in my life. Its even caused me anger and stress.","It seems like you are going trough stages of grief, since the inability to see your father causes you similar feelings as if you had lost him. Perhaps you could send him letters expressing your feelings and hopes. But do understand that if he is under the influence of drugs he might not be able to empathize with your feelings or react in the way that he would have done so in the past. As the issue evolves find a therapist or counselor to help you work on letting go of that anger and stress, which may affect"
My daughter is in later elementary school. She can't color in the lines. Her words jumble together when she writes unless there are big spaces or she skips lines.,"Depending on your daughters age, this could be a learning disability. I suggest contacting the school counselor and asking for an evaluation, once she is evaluated and depending on the diagnosis, she could be provided with treatment recommendations like occupational therapy, reading glasses, or assistance in class. These and more accommodations are enforced under the 504 act. Consider if the observations that you have done are affecting her performance in school only, or also in other settings. Observe her "
"In the last ten months, I've been kicked out, moved around three times, worked many jobs, stopped school to make money, had dad and mom get sick, was cheated on while pregnant, lost my baby, had relationship issues, and was betrayed. I can't get a job. I h","One thing that may help is to focus on small things that you do have control over. If you can hold onto that sense of having control over what you wear or what you choose to eat or where you go during the day, this may help you be able to look at what is currently most important for you and consider different choices. For example, you say you can't get a job, but I wonder if you could work with and local agencies to help you find a job, like Career Link. You say you have no friends currently. Are there any "
"My daughter basically freaked out out of nowhere over me saying calm down when she dropped her phone. Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me. She see","Bipolar disorder has a lot of different components. If this is a one-time event, it could be that your daughter had an intense moment of anger and the phrase of asking her to ""calm down"" may have made her feel as though you weren't understanding what she was saying. Bipolar disorder also includes feelings of depression. When this is coupled with intense anger and acting or speaking without thinking, these can be part of bipolar disorder, but that wouldn't be the whole picture of what bipolar disorder would "
"I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for he","Since you are saying that you know that the thoughts are yours and your thinking of them in a different person's voice to make them easier for you to follow through on, it doesn't sound like it could develop into another personality.It may be helpful to also find other things that give you comfort and to practice telling yourself that it will be okay in your own voice. If you start to do that slowly, it may be more comfortable for you. If you're following following through with your own advice, it sounds li"
"My ex-boyfriend and I have been back and forth for over a year now. He's in his late 20s, divorced for like five years now with two kids. He has a lot of narcissistic behaviors. He lies and cheats, but I love him. I've tried to date other people, but I alw","There are a lot of pieces to the decision of whether to stay or leave. Can you have open conversations about your concerns? Is he able to listen to that? I'm not sure how you know for sure that he lies and cheats, but does he recognize these things as problems? Which part of you is bigger: the part of you that wants to stay or the part of you that wants to leave? Can you consider what you want, wish for, and desire while also considering the same for him? Can he do that for you?"
"My mom and dad got divorced four years ago. I had to finish out the school year with my dad, and now they are deciding which place is best for me. I can't choose. How can I choose if I love both places?","I don't know how old you are, but depending on that, you may be able to talk with them about spending some time in both places. Even parents who live in different states can do that sometimes. It's not as frequent as spending one week at one house and the next week and the other, but I know that it happens.If you can talk with both of your parents about how you would like to live in both places, maybe you can all work out some kind of agreement."
"I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.","I know some people do better when they don't have as much junk food in the house. This is not as tempting then. Having said that, maybe you can reward yourself with different things, such as having dessert on certain days. If you are concerned about mostly eating habits, consider seeing a nutritionist. They can help you find the balance between what it is that you really want and your goals. I'm not sure how this links to happiness for you, but hopefully looking at your choices can lead you toward your goal"
I get really mad easily at my parents and family.,"Anger is not necessarily a bad thing. If you are angry and you can talk about your feelings, that would be very helpful. Anger usually comes along with something else, like feeling sad, worried, overwhelmed, confused, and many others. Consider looking at what you notice in addition to anger and you may have a different starting point. If you get along well with friends and don't get angry with them, look at the differences. Do you feel criticized by your parents or family? Misunderstood? There could be any "
My daughter is in later elementary school. She can't color in the lines. Her words jumble together when she writes unless there are big spaces or she skips lines.,"It's hard to tell from the information that you were able to provide here, but talk with her elementary school a guidance counselor. Someone working with the school (usually a school psychologist) should be able to evaluate her to see if she needs extra help and to tell you more clearly what may be happening."
"I'm dating a guy I really love. We have our problems, but I could see myself with him long term. But there's this other guy who I've had feelings for for awhile now. He gives me butterflies when we talk, and my heart beats fast when I see he's texted me, w","There are different types of attraction. You said that you've never felt this sort of feeling of your heart beating faster with your current boyfriend. Depending on how long you've been together and if you're looking at different ways of making a life together and getting to know each other on a deeper level, that's a different stage in a relationship and sometimes it feels different. Some people look at it as a difference between levels of passion and compassion, but there are many different terms to try t"
"I'm starting to think that I might have depression. The thing is though, I'm not exactly sad. I can joke with my friends and stuff, but I've stopped caring about my work, and I've been starting to think that life is pointless. I really have no clue if I ne","It is possible that you have depression, but you could also be experiencing some other changes that mean that you have feelings of being sad without actually being depressed. Your statement makes it sound like you've stopped caring about your work, but you're still going to work and doing your work. It almost sounds like you are dissatisfied with your work. Do you like what you do?When you said that life is pointless, what makes it that way? What is keeping you going? Is there something you can do each day "
"I used to be the funny guy of the groupthe class clown, if you will. I used to laugh uncontrollably all the time and be able to be social without it feeling awkward. Now I can't laugh at all, and I'm dead inside.","If you look back to when you feel as though you were the ""funny guy,"" I wonder what is different now? It may be that responsibilities have changed or any number of other things.I don't know whether you're also saying that you feel sad or if you're saying that you feel as though you don't have any big changes in your feelings.A lot of us tend to be really busy, and sometimes we over schedule ourselves to the point that we don't have time to have positive time for ourselves. Sometimes even if we are spending "
"I have friends, family, I live in a good home, I go to a nice high school, and I get pretty good grades, but I dont know why I'm so unhappy. These friends are my best friends and theyre all amazing people, and yet I'm sad all the time and feel alone.",I wonder if you have moments where you feel happy?You say you have amazing friends. I wonder if you get along with them and feel as though you can be yourself around them.Sometimes we put a lot of pressure on ourselves to do really well at everything all the time and this can be overwhelming sometimes. Where do you have support? I hope you can tell someone that you are feeling sad so that you can talk about your feelings.Sleeping can make a big difference as far as feeling sad as well. If you're not sleepin
"My fiance is always letting me know how I am a horrible/evil person, or I just dont care enough when its about her feeling or when she is having an off day.","One thing you could try is to have a conversation when neither of you is upset so that you learn what makes each of you feel cared for and valued. It could be that you are showing caring in a way that doesn't quite match what she is really looking for in that moment. For example, having an in-depth conversation could be something that you want, but she may just want a hug in that moment.I don't know if you heard of Gary Chapman's book about love languages, but it may be helpful."
"I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiance.","Sometimes when we fight a lot with our partner, it becomes more uncomfortable to share emotions because it feels like it will lead to another flight or disagreement.You could try having a conversation when you're not fighting and starting it out by saying that you would like to discuss something important to you and see if your fiance is open to that.Something else is that you could have an agreement that if one of you is having a really strong emotions in a difficult conversation and would like to break fr"
"I stopped for a while, but Ive started doing it again. Its like an addiction. The more I try to stop, the more I want to do it. Ive tried doing some of the stuff they say to do like draw, but it doesnt work.","I've heard people say that they cut themselves as a way to feel relief from different emotions. You're also right that when you try to focus on just not cutting, it becomes more difficult because it's what you are focused on. While that is still something to work on, it may also be helpful to find something else you can do instead. You said drawing doesn't work for you. Sometimes more physical activities, such as doing a few jumping jacks, can be helpful. If you don't exercise, it might be something to talk"
